key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
202068-2018-1401046,01401046,2018,6,15,2,light_injured,other,True,52.542247573656,13.34946615201528,014010,0140,01,4.5981524437994
202071-2018-11400930,11400930,2018,6,7,2,light_injured,other,False,52.50218572564155,13.503075955886652,114009,1140,11,6.8781762066843415
202072-2018-6100208,06100208,2018,6,10,5,seriously_injured,other,False,52.45312605219472,13.336369107556525,061002,0610,06,8.726998455732927
202074-2018-3701556,03701556,2018,6,8,2,seriously_injured,other,False,52.53369455511886,13.420721869491086,037015,0370,03,1.9127207420021857
202077-2018-4500939,04500939,2018,6,10,5,light_injured,other,True,52.489632124160934,13.31195841673146,045009,0450,04,7.1615259922978405
202079-2018-1300733,01300733,2018,6,10,5,light_injured,other,False,52.55543822811006,13.391527555032235,013007,0130,01,4.148861415643858
202082-2018-12500824,12500824,2018,6,9,5,light_injured,other,False,52.59439617488719,13.296696621374753,125008,1250,12,11.167087474052837
202083-2018-4200311,04200311,2018,6,10,2,light_injured,other,False,52.51282434709034,13.281196852654167,042003,0420,04,8.478998830514133
202089-2018-9401534,09401534,2018,6,8,5,light_injured,other,True,52.44748227960159,13.57552619151663,094015,0940,09,14.028164232922755
202090-2018-1100309,01100309,2018,6,14,2,light_injured,other,False,52.52841607486951,13.40915296561239,011003,0110,01,1.0563493793494312
202092-2018-5100317,05100317,2018,6,7,2,light_injured,other,False,52.53167806611258,13.213763422396992,051003,0510,05,13.098785276846959
202093-2018-10200628,10200628,2018,6,8,5,light_injured,other,True,52.528756683668625,13.595332636588742,102006,1020,10,12.917537935342438
202094-2018-1100313,01100313,2018,6,2,2,light_injured,other,False,52.50962895087265,13.421054258927661,011003,0110,01,1.4891001207842713
202097-2018-4300518,04300518,2018,6,14,2,light_injured,other,False,52.53033152736656,13.296005775154795,043005,0430,04,7.5458230366926236
202098-2018-1401047,01401047,2018,6,7,5,light_injured,other,True,52.54435991632723,13.360336586933,014010,0140,01,4.1620473396218305
202100-2018-3100101,03100101,2018,6,7,5,light_injured,other,True,52.64070418114041,13.497783541862374,031001,0310,03,14.896679818995668
202104-2018-2300314,02300314,2018,6,8,5,light_injured,other,False,52.502400660688615,13.415782058167288,023003,0230,02,1.9878815070744902
202110-2018-1401044,01401044,2018,6,20,1,light_injured,other,True,52.55055518611569,13.378287974744055,014010,0140,01,3.956337992791611
202111-2018-3500934,03500934,2018,6,8,5,light_injured,other,True,52.549501714009196,13.44128160403973,035009,0350,03,4.151797562456556
202112-2018-8100104,08100104,2018,6,19,1,light_injured,other,True,52.47190702170122,13.429053308238252,081001,0810,08,5.493342312572718
202113-2018-1401047,01401047,2018,6,19,1,light_injured,other,True,52.5426437668066,13.366003071271187,014010,0140,01,3.751097573056619
202114-2018-1100309,01100309,2018,6,15,4,light_injured,turn_in,True,52.529643099895566,13.401562941301078,011003,0110,01,1.1987998767182177
202118-2018-3500934,03500934,2018,6,19,4,seriously_injured,other,False,52.55316336215966,13.431130378256187,035009,0350,03,4.1592208707894365
202120-2018-3500935,03500935,2018,6,19,4,light_injured,other,False,52.54796823454797,13.44599996863887,035009,0350,03,4.214833706935109
202121-2018-1400937,01400937,2018,6,17,1,light_injured,other,True,52.56102221506178,13.333208684101551,014009,0140,01,6.772207615454073
202125-2018-6400737,06400737,2018,6,16,1,light_injured,other,False,52.45487544336402,13.189619959402028,064007,0640,06,16.32673921901301
202127-2018-2500830,02500830,2018,6,16,1,seriously_injured,other,True,52.51271117321409,13.45812563483609,025008,0250,02,3.63300298466973
202128-2018-4300414,04300414,2018,6,19,4,light_injured,other,True,52.51297041739397,13.28681844875836,043004,0430,04,8.097346155580993
202132-2018-8401243,08401243,2018,6,13,2,light_injured,other,True,52.41904605089131,13.497626391980742,084012,0840,08,12.773952757254465
202138-2018-7601546,07601546,2018,6,18,4,seriously_injured,other,True,52.397256191222056,13.383319887109788,076015,0760,07,13.650253516869103
202139-2018-1300835,01300835,2018,6,15,1,light_injured,other,True,52.54045070682443,13.380046903788312,013008,0130,01,2.9382219051306246
202140-2018-6200317,06200317,2018,6,17,4,seriously_injured,other,False,52.422248667383954,13.3498841412931,062003,0620,06,11.431226004982763
202141-2018-6200313,06200313,2018,6,14,1,light_injured,other,True,52.439236533052984,13.343592074001986,062003,0620,06,9.843345545490415
202145-2018-3500936,03500936,2018,6,14,1,light_injured,other,True,52.54646613718352,13.466416530312394,035009,0350,03,5.121069301782575
202148-2018-3400721,03400721,2018,6,17,4,light_injured,turn_in,True,52.56563958877488,13.401240643674411,034007,0340,03,5.180331974486996
202150-2018-11501238,11501238,2018,6,17,4,light_injured,other,True,52.48303516074623,13.501420300378669,115012,1150,11,7.64507387700511
202154-2018-1100207,01100207,2018,6,17,4,light_injured,other,True,52.515391340930094,13.40393408868914,011002,0110,01,0.4360083660078156
202157-2018-11300618,11300618,2018,6,17,4,light_injured,other,False,52.52669235143107,13.458794676947877,113006,1130,11,3.702180360111098
202158-2018-3200205,03200205,2018,6,12,1,light_injured,other,False,52.58959636719437,13.387581476316589,032002,0320,03,7.932892004032391
202162-2018-1400940,01400940,2018,6,7,1,light_injured,other,True,52.55803344128947,13.36556931304937,014009,0140,01,5.109684820243847
202166-2018-1100206,01100206,2018,6,16,4,light_injured,other,True,52.51563388980833,13.389131099108246,011002,0110,01,1.1891586007517705
202167-2018-12400619,12400619,2018,6,0,1,light_injured,other,True,52.59242075623508,13.260695712740866,124006,1240,12,12.772170893547584
202170-2018-4200310,04200310,2018,6,15,1,light_injured,other,True,52.51291533640946,13.26666563037396,042003,0420,04,9.461634837255636
202172-2018-9501737,09501737,2018,6,13,7,light_injured,other,True,52.450549780757,13.629202839086098,095017,0950,09,16.997125540173364
202175-2018-9200512,09200512,2018,6,10,7,light_injured,other,True,52.46089509858899,13.531259287442786,092005,0920,09,10.715487876440244
202182-2018-8100310,08100310,2018,6,23,7,light_injured,other,False,52.49181847177676,13.432911716691471,081003,0810,08,3.561272485886814
202183-2018-1100415,01100415,2018,6,21,1,seriously_injured,other,False,52.532078893723984,13.392844780052164,011004,0110,01,1.6799636619303226
202185-2018-12500928,12500928,2018,6,21,7,light_injured,other,False,52.60326692514407,13.309021382354725,125009,1250,12,11.425432931974637
202187-2018-1100308,01100308,2018,6,20,7,light_injured,other,True,52.52247604259035,13.387784720579196,011003,0110,01,1.268389279463846
202189-2018-2200210,02200210,2018,6,20,7,light_injured,other,False,52.493899293145404,13.403680272685202,022002,0220,02,2.8146734893764043
202190-2018-4500937,04500937,2018,6,12,4,light_injured,other,True,52.49813990842519,13.290361790331293,045009,0450,04,8.17083899398893
202192-2018-10300734,10300734,2018,6,13,4,light_injured,other,True,52.504193411639406,13.561489452354802,103007,1030,10,10.709633111838151
202197-2018-2300314,02300314,2018,6,18,7,light_injured,other,True,52.501133773865924,13.423669869708425,023003,0230,02,2.34947639183705
202199-2018-1200623,01200623,2018,6,9,6,light_injured,other,True,52.532478620524756,13.350518136771008,012006,0120,01,4.025403838753128
202200-2018-3601449,03601449,2018,6,13,4,light_injured,other,True,52.5388078539561,13.451198747480298,036014,0360,03,3.7851151442977895
202202-2018-2200207,02200207,2018,6,12,4,seriously_injured,other,True,52.49146727997858,13.376740518714492,022002,0220,02,3.6546677682930477
202204-2018-3300411,03300411,2018,6,14,1,light_injured,other,True,52.620501195849634,13.490105015756127,033004,0330,03,12.646699158926126
202208-2018-1200628,01200628,2018,6,11,4,light_injured,other,False,52.519293844625054,13.355381401561553,012006,0120,01,3.4133141047351443
202213-2018-12100102,12100102,2018,6,13,7,seriously_injured,other,True,52.5692935578022,13.379261789117539,121001,1210,12,5.858778240939355
202219-2018-3300516,03300516,2018,6,10,4,light_injured,other,True,52.57867926988893,13.444667351184457,033005,0330,03,7.1315798085029085
202220-2018-7300618,07300618,2018,6,10,4,light_injured,other,True,52.46797095020203,13.335165118897882,073006,0730,07,7.441798335355883
202223-2018-1100309,01100309,2018,6,9,4,light_injured,other,True,52.52622310168519,13.398540067324225,011003,0110,01,0.9223952036307275
202224-2018-9401433,09401433,2018,6,11,7,light_injured,other,True,52.438532460549446,13.597927567289306,094014,0940,09,15.847490162383131
202227-2018-8200623,08200623,2018,6,8,4,light_injured,other,True,52.45260038667655,13.438701291267511,082006,0820,08,7.739553711983389
202228-2018-11300721,11300721,2018,6,10,7,light_injured,other,False,52.533681990528756,13.485604347578223,113007,1130,11,5.660840556999238
202229-2018-1100309,01100309,2018,6,18,4,light_injured,other,False,52.524180650654316,13.402831413411313,011003,0110,01,0.59038242082296
202230-2018-3400723,03400723,2018,6,10,7,light_injured,other,True,52.566842563911734,13.410166817549841,034007,0340,03,5.314276353602532
202231-2018-2300314,02300314,2018,6,9,7,seriously_injured,other,True,52.50078768119305,13.421108268400893,023003,0230,02,2.298067462792509
202232-2018-1100308,01100308,2018,6,8,4,light_injured,other,True,52.52834012414842,13.380023456060787,011003,0110,01,2.017783012435101
202233-2018-9100407,09100407,2018,6,8,4,light_injured,other,True,52.45345933203009,13.507072860244742,091004,0910,09,10.045519423900286
202237-2018-8100102,08100102,2018,6,19,1,seriously_injured,other,True,52.47755198719327,13.426006313185498,081001,0810,08,4.83218835298781
202238-2018-7100206,07100206,2018,6,22,7,light_injured,other,True,52.48825961672883,13.364152648918584,071002,0710,07,4.44666900620161
202239-2018-4501044,04501044,2018,6,15,6,light_injured,turn_in,True,52.497853824906215,13.322431416938562,045010,0450,04,6.1287014652030445
202241-2018-2300316,02300316,2018,6,0,6,light_injured,other,True,52.50086956851528,13.441116996836538,023003,0230,02,3.1524924561093006
202243-2018-4400834,04400834,2018,6,8,2,light_injured,other,False,52.47929272971276,13.310629100554618,044008,0440,04,7.831969885653556
202245-2018-5100312,05100312,2018,6,15,3,light_injured,other,True,52.54965223342412,13.200635151484073,051003,0510,05,14.320413992137553
202246-2018-4501043,04501043,2018,6,17,6,light_injured,other,True,52.495110563730044,13.310769319009202,045010,0450,04,6.977192620130898
202247-2018-9200819,09200819,2018,6,17,6,light_injured,other,True,52.445698179746614,13.564255842420065,092008,0920,09,13.52464114607216
202248-2018-2200212,02200212,2018,6,9,3,light_injured,other,True,52.488921710170544,13.409048563332032,022002,0220,02,3.37316785863178
202250-2018-1100206,01100206,2018,6,14,3,seriously_injured,turn_in,False,52.51648288463059,13.385862995883087,011002,0110,01,1.3769428483559891
202252-2018-6300633,06300633,2018,6,15,3,light_injured,other,True,52.4351401827486,13.305551030598837,063006,0630,06,11.562540719385677
202255-2018-9401432,09401432,2018,6,16,3,seriously_injured,other,True,52.444438809156615,13.593790767938653,094014,0940,09,15.24778747435989
202260-2018-1100310,01100310,2018,6,12,6,light_injured,other,True,52.5239573984402,13.41150351824192,011003,0110,01,0.6644498856219582
202261-2018-4400728,04400728,2018,6,9,5,light_injured,other,False,52.476846143520895,13.281094871469383,044007,0440,04,9.682269919391151
202262-2018-1100415,01100415,2018,7,4,2,seriously_injured,other,False,52.53220724233084,13.393642314849698,011004,0110,01,1.6650108721112469
202264-2018-6400840,06400840,2018,6,9,6,light_injured,other,True,52.45201097945431,13.25038546593342,064008,0640,06,12.927151682850504
202266-2018-4300619,04300619,2018,6,22,5,light_injured,other,False,52.51624438001489,13.310009954470567,043006,0430,04,6.5014751386716565
202268-2018-9100202,09100202,2018,6,16,6,light_injured,other,True,52.487080710326474,13.46447921819557,091002,0910,09,5.3569332323648
202270-2018-3701556,03701556,2018,6,20,5,light_injured,other,True,52.53493992445284,13.41651384928761,037015,0370,03,1.9035984358522533
202274-2018-2500728,02500728,2018,6,19,5,light_injured,other,True,52.52032963565585,13.4688362942254,025007,0250,02,4.2900112087927145
202275-2018-6400843,06400843,2018,6,10,6,light_injured,other,True,52.44635628512858,13.28838462251034,064008,0640,06,11.363252501474763
202276-2018-9200819,09200819,2018,6,8,5,light_injured,other,True,52.43903691636961,13.564159265737356,092008,0920,09,13.980731607667272
202277-2018-2200210,02200210,2018,7,18,1,light_injured,other,True,52.49051633848446,13.400379182585464,022002,0220,02,3.208031361895289
202279-2018-5300841,05300841,2018,6,9,6,light_injured,other,True,52.53776852436338,13.269218876867484,053008,0530,05,9.488689732593238
202280-2018-8300935,08300935,2018,6,18,7,light_injured,other,True,52.42701561476497,13.44675612505392,083009,0830,08,10.62736640453533
202281-2018-7200413,07200413,2018,6,13,5,light_injured,other,True,52.48140321897016,13.359922011882094,072004,0720,07,5.22553695393743
202282-2018-7100205,07100205,2018,6,7,5,light_injured,other,False,52.49415471130107,13.362940413950051,071002,0710,07,4.020077750186472
202284-2018-2300315,02300315,2018,6,2,5,light_injured,other,True,52.49927872904562,13.426596823689758,023003,0230,02,2.629909204748678
202285-2018-1100415,01100415,2018,7,16,2,light_injured,other,False,52.53258963676902,13.39878327251185,011004,0110,01,1.5652155469348579
202286-2018-4501148,04501148,2018,6,19,5,light_injured,other,True,52.483222802605304,13.320532201567506,045011,0450,04,7.02983471243868
202288-2018-1100313,01100313,2018,6,18,5,seriously_injured,turn_in,True,52.50742326507627,13.428287890709717,011003,0110,01,2.0164106109705218
202291-2018-4200310,04200310,2018,6,13,7,seriously_injured,other,True,52.514175490342076,13.266949045080517,042003,0420,04,9.433022319335882
202292-2018-9200715,09200715,2018,6,18,5,light_injured,other,True,52.42917990326249,13.550675354889842,092007,0920,09,14.048270747989164
202296-2018-6200312,06200312,2018,6,17,5,light_injured,other,False,52.44403566791355,13.34609672152111,062003,0620,06,9.28811432910088
202298-2018-11501341,11501341,2018,6,8,5,light_injured,other,True,52.484270023634444,13.5113940016248,115013,1150,11,8.16252712432805
202302-2018-6400735,06400735,2018,6,10,7,seriously_injured,other,False,52.42187601061841,13.179667769880885,064007,0640,06,18.789932110289115
202307-2018-12200515,12200515,2018,6,15,5,light_injured,other,True,52.5846509639839,13.276138281250981,122005,1220,12,11.414627840817282
202311-2018-1100102,01100102,2018,7,8,2,seriously_injured,other,True,52.509787611020556,13.36303390653372,011001,0110,01,3.076494220049708
202315-2018-3100103,03100103,2018,6,8,5,light_injured,turn_in,True,52.632270721774994,13.50116436444139,031001,0310,03,14.153777097857805
202316-2018-4300416,04300416,2018,6,4,7,light_injured,other,True,52.50898580541349,13.298393239159967,043004,0430,04,7.370082452905129
202318-2018-4500939,04500939,2018,6,14,5,light_injured,other,True,52.494521567896534,13.301844285988981,045009,0450,04,7.563970638915288
202323-2018-4500937,04500937,2018,6,8,6,light_injured,other,False,52.4980051998071,13.296229564117816,045009,0450,04,7.794477487136895
202325-2018-1200518,01200518,2018,6,13,5,light_injured,turn_in,False,52.52773936910763,13.325454554954675,012005,0120,01,5.527198230192118
202326-2018-1200629,01200629,2018,6,17,6,light_injured,other,True,52.51784044054545,13.341961878223485,012006,0120,01,4.326790054352483
202327-2018-2300314,02300314,2018,6,22,7,light_injured,other,False,52.49902790704176,13.420715669143304,023003,0230,02,2.4627625225850998
202331-2018-12500928,12500928,2018,6,7,5,light_injured,other,False,52.605347696496096,13.314259691054204,125009,1250,12,11.41910642691401
202332-2018-6400737,06400737,2018,6,12,5,light_injured,other,True,52.435370614605965,13.192366244630984,064007,0640,06,17.233069703460075
202333-2018-4500939,04500939,2018,6,8,5,light_injured,other,True,52.49570455899733,13.305817978710959,045009,0450,04,7.264747300222275
202335-2018-9501737,09501737,2018,6,9,5,seriously_injured,turn_in,True,52.446552449158055,13.61680198220802,095017,0950,09,16.463139368044512
202336-2018-7100103,07100103,2018,6,8,6,light_injured,other,False,52.498951590794384,13.357210787893727,071001,0710,07,3.9852591585740775
202340-2018-2200213,02200213,2018,6,20,6,seriously_injured,other,True,52.49096343422243,13.416456374156471,022002,0220,02,3.222552353769799
202343-2018-4501146,04501146,2018,6,19,4,light_injured,other,False,52.48823521944225,13.313942760276355,045011,0450,04,7.1160319162729575
202345-2018-7300517,07300517,2018,6,7,4,light_injured,other,False,52.474270724045425,13.330373063826263,073005,0730,07,7.148712961755209
202346-2018-11501238,11501238,2018,6,18,4,light_injured,turn_in,True,52.48324507407515,13.501254520203876,115012,1150,11,7.623214305613024
202351-2018-7200409,07200409,2018,6,16,7,light_injured,turn_in,True,52.48774352305116,13.354469701772508,072004,0720,07,4.930572467929616
202352-2018-9401635,09401635,2018,6,20,4,light_injured,turn_in,True,52.415497683483224,13.655972849729066,094016,0940,09,20.553510865386464
202356-2018-8401243,08401243,2018,6,20,4,light_injured,other,True,52.42475987681978,13.486416891243667,084012,0840,08,11.85184826252564
202357-2018-11501341,11501341,2018,6,7,6,light_injured,turn_in,True,52.48423236512753,13.508074163713873,115013,1150,11,7.966995549012539
202358-2018-10100102,10100102,2018,7,13,1,seriously_injured,other,True,52.5735869716962,13.567969787776136,101001,1010,10,12.566115306526628
202359-2018-4501153,04501153,2018,6,20,4,light_injured,turn_in,True,52.48222359346846,13.333241653319629,045011,0450,04,6.4098729685784726
202363-2018-7300619,07300619,2018,6,12,7,light_injured,other,True,52.468657694068966,13.344002769213608,073006,0730,07,7.009073020165881
202365-2018-1100313,01100313,2018,6,14,6,light_injured,other,True,52.507334047667285,13.415497734027355,011003,0110,01,1.4760412108002408
202366-2018-10100208,10100208,2018,6,19,4,light_injured,other,True,52.552020081947425,13.564578778019902,101002,1010,10,11.386096534436808
202367-2018-11300617,11300617,2018,7,8,2,light_injured,other,True,52.529436574848525,13.461363345650321,113006,1130,11,3.949424236929897
202368-2018-9300920,09300920,2018,6,19,4,light_injured,other,True,52.41740129070559,13.533953181601737,093009,0930,09,14.291209908162077
202369-2018-9502043,09502043,2018,6,8,6,light_injured,other,True,52.46956490388691,13.55328058098999,095020,0950,09,11.444689231783906
202371-2018-8100312,08100312,2018,6,19,4,light_injured,turn_in,False,52.483188050870645,13.43730389435916,081003,0810,08,4.5434680856256255
202372-2018-2100104,02100104,2018,6,0,7,light_injured,other,True,52.503433953705965,13.41053315635894,021001,0210,02,1.7813878336850035
202374-2018-5300736,05300736,2018,6,18,4,light_injured,other,True,52.5382486748402,13.231421792561353,053007,0530,05,12.014360814288276
202375-2018-2200212,02200212,2018,6,10,6,light_injured,other,False,52.488441807263555,13.41272016144501,022002,0220,02,3.4521396608317256
202377-2018-4300620,04300620,2018,7,19,1,light_injured,other,True,52.52159526144195,13.325004724332139,043006,0430,04,5.481804556932957
202380-2018-1100206,01100206,2018,6,16,4,light_injured,other,True,52.51665443856595,13.385830801121472,011002,0110,01,1.375069392822826
202381-2018-6200312,06200312,2018,7,7,2,light_injured,other,True,52.44021997066027,13.327645820339653,062003,0620,06,10.260039543854102
202382-2018-2100106,02100106,2018,6,16,4,light_injured,other,True,52.498412283508834,13.399459319249726,021001,0210,02,2.3473794165900763
202383-2018-10200422,10200422,2018,6,7,6,light_injured,other,True,52.542981729830665,13.608367832089407,102004,1020,10,14.008869295349527
202384-2018-2100104,02100104,2018,6,20,7,light_injured,other,True,52.503360283211784,13.403693455925564,021001,0210,02,1.7637433438023422
202385-2018-6400844,06400844,2018,6,17,4,light_injured,other,True,52.459112647553354,13.303789453425566,064008,0640,06,9.619871054799301
202386-2018-4400830,04400830,2018,6,15,4,light_injured,other,False,52.4797430439545,13.305767490285351,044008,0440,04,8.078852128385597
202387-2018-3100101,03100101,2018,6,15,6,seriously_injured,turn_in,False,52.61752689363266,13.45166836883525,031001,0310,03,11.381356123702643
202388-2018-8100312,08100312,2018,6,17,4,light_injured,turn_in,True,52.48286053128823,13.441663941937183,081003,0810,08,4.72189006478313
202394-2018-7400823,07400823,2018,6,14,4,light_injured,other,True,52.46586763510029,13.377889435131337,074008,0740,07,6.22353962101548
202396-2018-12400617,12400617,2018,6,7,6,light_injured,other,True,52.61266962853447,13.23156688670083,124006,1240,12,15.736310706053606
202397-2018-5100208,05100208,2018,6,18,7,light_injured,other,True,52.54830704591959,13.161253386801663,051002,0510,05,16.899401396168475
202399-2018-8100310,08100310,2018,6,13,4,light_injured,turn_in,True,52.4917590975098,13.433414594274657,081003,0810,08,3.5847501876155885
202401-2018-5100103,05100103,2018,6,13,4,light_injured,other,False,52.565994374405356,13.20976307495209,051001,0510,05,14.275969043460464
202403-2018-2200209,02200209,2018,6,13,4,light_injured,other,True,52.48942706815351,13.37683776248007,022002,0220,02,3.8447177634006264
202404-2018-1200624,01200624,2018,6,6,6,light_injured,other,True,52.53724225686372,13.360346919276447,012006,0120,01,3.6750453063824446
202408-2018-5200423,05200423,2018,6,13,4,light_injured,other,False,52.531243172816644,13.156883283475523,052004,0520,05,16.938566100688124
202409-2018-1100310,01100310,2018,7,18,3,light_injured,other,True,52.51748593229962,13.41020860600306,011003,0110,01,0.36058214532709104
202410-2018-9401534,09401534,2018,6,14,7,light_injured,other,False,52.443740250967885,13.578956966320375,094015,0940,09,14.45859065368198
202413-2018-7501030,07501030,2018,7,18,3,light_injured,other,False,52.448157361677175,13.379517971414696,075010,0750,07,8.098641668282864
202415-2018-1200629,01200629,2018,6,10,4,light_injured,other,True,52.520672730578845,13.341353063794097,012006,0120,01,4.368691980342599
202417-2018-1100310,01100310,2018,7,17,3,light_injured,turn_in,False,52.521647590916324,13.416294227769791,011003,0110,01,0.7725924599593967
202419-2018-1300835,01300835,2018,6,15,6,light_injured,other,True,52.540176051018534,13.379854814607764,013008,0130,01,2.9214400006056773
202420-2018-5200420,05200420,2018,6,12,4,seriously_injured,other,True,52.533493760729876,13.165074417300884,052004,0520,05,16.40646329731751
202422-2018-11100204,11100204,2018,7,18,3,light_injured,other,True,52.55751055046137,13.527445649312108,111002,1110,11,9.299679833977521
202423-2018-12200308,12200308,2018,6,12,4,light_injured,other,True,52.57386025821945,13.323376485227723,122003,1220,12,8.258742657367879
202424-2018-2100105,02100105,2018,7,18,3,light_injured,other,False,52.50049675986481,13.405960423895976,021001,0210,02,2.0773972923047164
202425-2018-10300731,10300731,2018,6,6,6,seriously_injured,other,True,52.530303925116606,13.558258706484443,103007,1030,10,10.430766814714476
202426-2018-1300836,01300836,2018,7,20,1,seriously_injured,other,True,52.54220498856093,13.373415338370462,013008,0130,01,3.37094262650395
202427-2018-4100101,04100101,2018,7,19,3,light_injured,turn_in,True,52.541191256601856,13.315209510394466,041001,0410,04,6.6098982915535975
202430-2018-6300633,06300633,2018,6,10,7,light_injured,other,True,52.44011348583603,13.301004591369976,063006,0630,06,11.311156966768134
202431-2018-3200206,03200206,2018,7,17,3,light_injured,other,True,52.57995218757031,13.397270063992353,032002,0320,03,6.788236576066746
202433-2018-4200207,04200207,2018,7,16,3,light_injured,other,True,52.47616917830421,13.198669678677796,042002,0420,04,14.84968990654994
202435-2018-2100102,02100102,2018,6,9,4,light_injured,other,False,52.506933014203,13.393959760542508,021001,0210,02,1.5760972058933176
202436-2018-3100102,03100102,2018,7,7,2,light_injured,other,True,52.63521059892883,13.498817537822307,031001,0310,03,14.37477332752307
202437-2018-4400835,04400835,2018,7,15,3,light_injured,other,True,52.47067209310271,13.317707448266935,044008,0440,04,8.050175809458509
202438-2018-1100310,01100310,2018,6,9,4,light_injured,other,False,52.524152327742385,13.409018703798665,011003,0110,01,0.599889312593183
202442-2018-4500938,04500938,2018,7,15,3,light_injured,other,False,52.49534304266682,13.298617654568488,045009,0450,04,7.736701662695384
202443-2018-8200624,08200624,2018,6,8,4,light_injured,other,False,52.452647806847764,13.435716538833908,082006,0820,08,7.678123577112679
202444-2018-7100204,07100204,2018,7,15,3,light_injured,other,True,52.49257847179073,13.353432935823323,071002,0710,07,4.618526502527727
202446-2018-1100205,01100205,2018,7,15,3,light_injured,other,True,52.51110793191872,13.381661978335405,011002,0110,01,1.8598391300051274
202447-2018-3300412,03300412,2018,6,18,6,light_injured,other,True,52.61958536311869,13.475785505262444,033004,0330,03,12.144001900381241
202450-2018-2200210,02200210,2018,6,8,4,light_injured,other,False,52.4978995592859,13.395869003767706,022002,0220,02,2.458008320480306
202451-2018-1100312,01100312,2018,7,14,3,light_injured,other,True,52.5113231151955,13.413734508296526,011003,0110,01,1.0302842238196717
202452-2018-2200209,02200209,2018,6,7,7,light_injured,other,True,52.489889422378404,13.38223536084165,022002,0220,02,3.6253846345015623
202454-2018-1100312,01100312,2018,6,7,4,light_injured,other,True,52.51128924658023,13.413637569372783,011003,0110,01,1.030005012889153
202456-2018-10400939,10400939,2018,6,7,4,seriously_injured,other,True,52.51167758274683,13.632142884001931,104009,1040,10,15.397331186552822
202457-2018-9100101,09100101,2018,6,11,6,light_injured,other,True,52.4900092128765,13.442344967671053,091001,0910,09,4.09012425453623
202458-2018-11300725,11300725,2018,6,6,4,light_injured,other,True,52.51320447454094,13.502206423180228,113007,1130,11,6.587212330101815
202464-2018-2400521,02400521,2018,6,19,7,light_injured,other,True,52.52310159756191,13.429530291587382,024005,0240,02,1.6781129581720409
202473-2018-4300624,04300624,2018,6,22,6,light_injured,other,True,52.506301480379626,13.314937550142304,043006,0430,04,6.323670458669792
202475-2018-12100205,12100205,2018,6,18,3,light_injured,turn_in,True,52.57365785238697,13.351813892014432,121002,1210,12,7.0793017537240575
202477-2018-6100209,06100209,2018,6,17,3,light_injured,other,True,52.464456055383586,13.338122374061403,061002,0610,06,7.622860940370251
202478-2018-3601142,03601142,2018,6,10,6,light_injured,turn_in,True,52.54119910276184,13.410173380544995,036011,0360,03,2.470957958045224
202479-2018-2300314,02300314,2018,6,10,3,light_injured,other,False,52.50007801671666,13.418426571197827,023003,0230,02,2.2938334797501754
202481-2018-7200409,07200409,2018,7,12,3,light_injured,other,True,52.485028920413356,13.346697563100713,072004,0720,07,5.5193420129372095
202482-2018-12100103,12100103,2018,6,17,3,seriously_injured,other,True,52.57473142860537,13.371948377308312,121001,1210,12,6.592830875380761
202483-2018-2100102,02100102,2018,7,12,3,light_injured,other,True,52.49834428162081,13.395574158778272,021001,0210,02,2.4160041190765758
202489-2018-8200730,08200730,2018,6,19,6,light_injured,other,True,52.431711080729684,13.44617533895305,082007,0820,08,10.113310218105637
202490-2018-3601346,03601346,2018,6,16,3,seriously_injured,other,True,52.54760718086086,13.414029981163578,036013,0360,03,3.215518086866892
202493-2018-9100305,09100305,2018,6,16,3,seriously_injured,other,True,52.46775868012711,13.49300554261984,091003,0910,09,8.24090468253891
202496-2018-10100311,10100311,2018,7,11,3,light_injured,other,True,52.51643340227444,13.519275898815,101003,1010,10,7.718208739232952
202497-2018-1300835,01300835,2018,6,15,3,light_injured,other,True,52.54017763994425,13.379853211190975,013008,0130,01,2.9216467304995155
202498-2018-2100102,02100102,2018,7,10,3,light_injured,other,False,52.50736583593179,13.39041449265992,021001,0210,02,1.6720500209929092
202503-2018-4300620,04300620,2018,7,10,3,light_injured,other,True,52.519306804592816,13.326488908400854,043006,0430,04,5.374545908696161
202505-2018-3701657,03701657,2018,7,9,3,light_injured,other,True,52.540046819240835,13.427971852306404,037016,0370,03,2.7733363651121645
202506-2018-1100308,01100308,2018,6,13,3,light_injured,other,True,52.52248452014136,13.387798706190514,011003,0110,01,1.2677554046725277
202509-2018-12500930,12500930,2018,7,10,2,light_injured,other,True,52.57791650731794,13.315244551296182,125009,1250,12,8.964651646591415
202510-2018-5200632,05200632,2018,7,9,3,light_injured,other,True,52.528863388266295,13.207521063227379,052006,0520,05,13.491902618172517
202512-2018-10200526,10200526,2018,7,8,3,light_injured,other,True,52.52988434396091,13.607111848444186,102005,1020,10,13.72461829275682
202516-2018-9200613,09200613,2018,6,11,3,light_injured,other,True,52.453997116869125,13.519232099528642,092006,0920,09,10.587853708893926
202517-2018-5200632,05200632,2018,7,8,3,light_injured,other,False,52.52736008195106,13.211225817276738,052006,0520,05,13.228910975062199
202518-2018-1200522,01200522,2018,6,9,7,light_injured,other,True,52.52527723341105,13.337759936699237,012005,0120,01,4.659046462306381
202519-2018-6300633,06300633,2018,7,7,3,light_injured,other,True,52.43565272514991,13.31141159923956,063006,0630,06,11.285825085461871
