key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
212290-2021-9100101,09100101,2021,6,22,3,light_injured,other,True,52.49404848806961,13.454046102712677,091001,0910,09,4.313105115036436
212287-2021-4300623,04300623,2021,7,14,6,light_injured,other,True,52.50659738313471,13.307527096169322,043006,0430,04,6.807802706525824
212286-2021-9100101,09100101,2021,6,9,3,light_injured,other,True,52.48921814797966,13.450564797143551,091001,0910,09,4.516647313413536
212279-2021-4400726,04400726,2021,6,11,7,light_injured,other,True,52.48644387540859,13.289629700140818,044007,0440,04,8.680068369057802
212278-2021-4200308,04200308,2021,6,6,2,light_injured,other,True,52.518495032709545,13.280432988929894,042003,0420,04,8.501229687627392
212275-2021-11100309,11100309,2021,7,16,3,light_injured,other,True,52.56338750242388,13.504865216529515,111003,1110,11,8.337544634728875
212274-2021-12200413,12200413,2021,7,9,4,light_injured,other,True,52.57637954134294,13.271555080948152,122004,1220,12,11.104103620682904
212273-2021-8100102,08100102,2021,6,8,4,light_injured,other,True,52.480100848450846,13.421155262624536,081001,0810,08,4.472365211400557
212272-2021-7100102,07100102,2021,5,14,1,light_injured,other,True,52.49988143044992,13.353900450330862,071001,0710,07,4.117845672309202
212269-2021-1200627,01200627,2021,6,17,3,light_injured,other,False,52.52607303304446,13.364939942677236,012006,0120,01,2.869138661035834
212267-2021-8100206,08100206,2021,6,16,3,light_injured,turn_in,True,52.4813105731329,13.429248719808118,081002,0810,08,4.506469865254056
212266-2021-9501838,09501838,2021,6,12,4,light_injured,other,False,52.439908727517846,13.685846976124468,095018,0950,09,20.979770290140525
212265-2021-12400618,12400618,2021,6,18,2,light_injured,other,True,52.62074922069697,13.236571167306254,124006,1240,12,16.10059209922835
212264-2021-6400842,06400842,2021,7,12,7,light_injured,other,True,52.45574423871673,13.266382915553685,064008,0640,06,11.803457006048143
212261-2021-4501045,04501045,2021,7,16,5,light_injured,other,True,52.4987043964545,13.324592015175362,045010,0450,04,5.956836036288904
212260-2021-6400844,06400844,2021,6,7,5,light_injured,other,True,52.45805691501277,13.290267976768723,064008,0640,06,10.377026539196876
212258-2021-11501341,11501341,2021,6,17,5,seriously_injured,other,False,52.48425750247034,13.51147633582599,115013,1150,11,8.16810892449365
212254-2021-4500937,04500937,2021,6,13,1,light_injured,other,True,52.497499968136786,13.286969028575948,045009,0450,04,8.411998143955028
212250-2021-2300314,02300314,2021,6,11,2,light_injured,other,False,52.49904161826843,13.422129510901733,023003,0230,02,2.5027521517996485
212246-2021-6100206,06100206,2021,6,13,5,seriously_injured,other,False,52.450702752105684,13.334718417024646,061002,0610,06,9.014761293668284
212243-2021-6400737,06400737,2021,5,17,2,light_injured,other,False,52.43218291181476,13.186738724975353,064007,0640,06,17.747238327472843
212241-2021-2300314,02300314,2021,6,19,7,light_injured,other,True,52.502034400585615,13.416461228491649,023003,0230,02,2.042270173972782
212240-2021-2300316,02300316,2021,7,16,6,seriously_injured,other,False,52.5009218588319,13.44202445784958,023003,0230,02,3.1960819285112247
212239-2021-2100104,02100104,2021,6,0,4,seriously_injured,other,True,52.50323214829963,13.41213697789027,021001,0210,02,1.8265538730780817
212236-2021-2100104,02100104,2021,5,13,5,light_injured,other,True,52.503782707830474,13.410300671515039,021001,0210,02,1.740344476880481
212235-2021-4500938,04500938,2021,6,13,5,light_injured,other,True,52.49335913111763,13.29561762806222,045009,0450,04,8.005049989565881
212234-2021-2400625,02400625,2021,7,1,2,light_injured,other,True,52.50262501849778,13.446724773868095,024006,0240,02,3.3404404168674775
212230-2021-1200520,01200520,2021,7,11,3,light_injured,turn_in,False,52.526401202948236,13.34172815236687,012005,0120,01,4.4138041878786
212225-2021-8100312,08100312,2021,6,10,3,light_injured,other,False,52.481584307477675,13.440189221002207,081003,0810,08,4.7942020800777
212221-2021-3400830,03400830,2021,6,13,1,seriously_injured,other,True,52.567927996145414,13.427848993266178,034008,0340,03,5.63112754309721
212217-2021-7601341,07601341,2021,5,13,4,light_injured,other,True,52.402025186302225,13.35371348690658,076013,0760,07,13.504654979534426
212211-2021-9200511,09200511,2021,6,18,5,light_injured,other,False,52.45988305133948,13.529246222730912,092005,0920,09,10.676237516974274
212210-2021-3200205,03200205,2021,6,8,4,light_injured,other,True,52.587333147446934,13.401757021219002,032002,0320,03,7.590279803438734
212209-2021-1100313,01100313,2021,6,0,3,seriously_injured,other,False,52.510912471345044,13.416820293252806,011003,0110,01,1.1902614286672162
212208-2021-8100207,08100207,2021,6,13,1,light_injured,other,False,52.478793456891765,13.436085787587807,081002,0810,08,4.944638876785584
212207-2021-3200310,03200310,2021,6,20,1,seriously_injured,other,True,52.62089788152005,13.430238203778588,032003,0320,03,11.442641019580684
212206-2021-9501737,09501737,2021,6,8,4,light_injured,other,True,52.44779074476949,13.64202345351348,095017,0950,09,17.913999613577726
212205-2021-3601450,03601450,2021,6,16,4,light_injured,other,False,52.52921517085013,13.459744944512835,036014,0360,03,3.8371670783935046
212202-2021-1100308,01100308,2021,6,5,7,light_injured,other,True,52.52942861036639,13.37940792110659,011003,0110,01,2.1167309693036485
212198-2021-12200308,12200308,2021,6,10,2,light_injured,other,True,52.57082369221205,13.317917676206417,122003,1220,12,8.275374598300079
212197-2021-4200206,04200206,2021,6,10,3,light_injured,other,True,52.5088812761835,13.218454532489693,042002,0420,04,12.760869969899254
212196-2021-12500928,12500928,2021,6,15,6,light_injured,other,True,52.60611276200645,13.316757562107611,125009,1250,12,11.400187656464695
212194-2021-4501152,04501152,2021,5,8,4,light_injured,other,True,52.49076955225095,13.331906603376378,045011,0450,04,5.921801451559992
212192-2021-1100310,01100310,2021,7,14,3,light_injured,other,True,52.52668471892875,13.41509516700609,011003,0110,01,1.0535438480360388
212189-2021-9501736,09501736,2021,5,22,7,light_injured,other,True,52.45449253442408,13.612250101392226,095017,0950,09,15.7710603595061
212185-2021-1100103,01100103,2021,6,21,7,seriously_injured,other,True,52.50436700014667,13.350946963102269,011001,0110,01,4.063504486924174
212184-2021-12200309,12200309,2021,6,15,3,light_injured,other,True,52.5631561058419,13.329739219128264,122003,1220,12,7.106321404153069
212178-2021-9501939,09501939,2021,7,16,5,light_injured,turn_in,True,52.45662800248077,13.562695231490459,095019,0950,09,12.736092067938268
212177-2021-1100308,01100308,2021,6,13,5,light_injured,turn_in,True,52.532531045586815,13.380616627953648,011003,0110,01,2.258863798613571
212175-2021-4501041,04501041,2021,6,13,5,light_injured,other,True,52.50304170543033,13.324752345614586,045010,0450,04,5.778964734034578
212174-2021-3500934,03500934,2021,6,15,5,light_injured,other,True,52.55598563995628,13.43285988048109,035009,0350,03,4.493685517864244
212173-2021-11300722,11300722,2021,6,17,3,light_injured,other,True,52.51397133467372,13.484655874810386,113007,1130,11,5.393318454351804
212172-2021-2200209,02200209,2021,6,9,6,light_injured,other,True,52.49203562398853,13.382982643964748,022002,0220,02,3.389019293449875
212171-2021-2300418,02300418,2021,6,21,1,seriously_injured,other,True,52.494995703914114,13.43899753250586,023004,0230,02,3.5150255830837107
212170-2021-8200730,08200730,2021,5,8,5,light_injured,other,False,52.44006490500711,13.43471661166147,082007,0820,08,9.02052837101246
212167-2021-2500835,02500835,2021,6,14,2,seriously_injured,other,True,52.49960040041442,13.458198999064717,025008,0250,02,4.1787347091477445
212166-2021-3100102,03100102,2021,7,15,2,light_injured,other,False,52.6368983999224,13.505105520257223,031001,0310,03,14.73376327090423
212164-2021-1400942,01400942,2021,6,8,6,light_injured,other,True,52.5463011933565,13.343693051936697,014009,0140,01,5.177255870502876
212161-2021-4400727,04400727,2021,6,11,3,seriously_injured,other,True,52.48780835572878,13.300192998713436,044007,0440,04,7.966796105413535
212159-2021-4300620,04300620,2021,6,8,6,light_injured,other,True,52.513472969938285,13.335759603338431,043006,0430,04,4.787613932684252
212158-2021-6400737,06400737,2021,7,13,6,light_injured,other,True,52.433805548374934,13.189386558510833,064007,0640,06,17.497816929364788
212157-2021-3300514,03300514,2021,6,9,3,light_injured,other,False,52.59089270253401,13.442380103385814,033005,0330,03,8.361191513791093
212155-2021-1100309,01100309,2021,6,8,2,light_injured,turn_in,True,52.52959972246527,13.400644320367421,011003,0110,01,1.2101627942471394
212154-2021-7601544,07601544,2021,6,12,4,light_injured,other,True,52.39377740373163,13.406922834756026,076015,0760,07,13.95284766756078
212153-2021-2200210,02200210,2021,5,17,2,light_injured,other,False,52.49540992101314,13.401195803307882,022002,0220,02,2.660709061868005
212149-2021-3300413,03300413,2021,6,15,4,light_injured,other,True,52.61162359381229,13.482874201926682,033004,0330,03,11.54413392152435
212148-2021-8100314,08100314,2021,5,14,7,light_injured,turn_in,True,52.48102255857887,13.436318087349038,081003,0810,08,4.727320609914568
212144-2021-2300418,02300418,2021,6,4,3,seriously_injured,turn_in,True,52.49210312438678,13.436072037730566,023004,0230,02,3.651156261611248
212143-2021-4500936,04500936,2021,6,17,7,light_injured,turn_in,True,52.499839563039295,13.30663746818865,045009,0450,04,7.059056536873133
212141-2021-9401534,09401534,2021,6,17,3,light_injured,other,True,52.443059979130865,13.580548139266991,094015,0940,09,14.59063119216255
212139-2021-2500832,02500832,2021,6,18,1,light_injured,other,False,52.50709513369551,13.468329978274253,025008,0250,02,4.46128363533186
212137-2021-12200412,12200412,2021,6,14,7,light_injured,other,True,52.57486227886357,13.277609087680672,122004,1220,12,10.671389740497881
212136-2021-1100102,01100102,2021,5,8,4,light_injured,other,True,52.510086424482715,13.376333010715866,011001,0110,01,2.232868204812045
212130-2021-3400828,03400828,2021,6,7,6,light_injured,other,True,52.56059195553252,13.427803424783345,034008,0340,03,4.84847514307601
212128-2021-9200717,09200717,2021,6,7,3,light_injured,other,True,52.4380583350772,13.549847131556863,092007,0920,09,13.31989887342292
212127-2021-3400828,03400828,2021,6,8,2,light_injured,other,True,52.556192461369115,13.424357211837279,034008,0340,03,4.311154020895149
212126-2021-1200628,01200628,2021,5,21,5,seriously_injured,other,True,52.523236734353794,13.359400295429397,012006,0120,01,3.1728627121937385
212123-2021-4501152,04501152,2021,6,10,2,light_injured,turn_in,True,52.49489867526699,13.331027335704428,045011,0450,04,5.74233720446376
212122-2021-3601450,03601450,2021,7,11,2,light_injured,other,True,52.52882994186936,13.457967263083674,036014,0360,03,3.709274465556791
212121-2021-2100101,02100101,2021,6,16,5,light_injured,turn_in,True,52.49965690028629,13.385570272627175,021001,0210,02,2.5639103665393663
212119-2021-2200213,02200213,2021,7,23,5,light_injured,other,True,52.492192080220065,13.421117620572586,022002,0220,02,3.1795351327413086
212118-2021-3500936,03500936,2021,6,9,6,light_injured,other,False,52.546953290876715,13.454378215496803,035009,0350,03,4.526511640506942
212117-2021-5100316,05100316,2021,6,21,5,light_injured,other,False,52.536769189271084,13.18728440716743,051003,0510,05,14.949769264267024
212113-2021-2100102,02100102,2021,6,17,6,light_injured,other,True,52.50418892089945,13.391030587985528,021001,0210,02,1.940160670581437
212110-2021-1100308,01100308,2021,5,15,6,light_injured,other,True,52.52858077694035,13.378627367540638,011003,0110,01,2.113206228475177
212106-2021-1100313,01100313,2021,6,13,3,light_injured,other,False,52.51179823668538,13.41821344840951,011003,0110,01,1.1821988558622323
212105-2021-3701556,03701556,2021,7,16,3,light_injured,turn_in,False,52.53178584791212,13.41970842007201,037015,0370,03,1.6973444874445986
212104-2021-11100204,11100204,2021,7,13,7,light_injured,other,True,52.5671094692008,13.521772445269685,111002,1110,11,9.513880555911616
212103-2021-9200715,09200715,2021,6,16,2,light_injured,other,True,52.42901307683098,13.550930660271781,092007,0920,09,14.073683319807527
212101-2021-2100104,02100104,2021,6,21,3,light_injured,other,True,52.502933518518795,13.413253310277955,021001,0210,02,1.8781864989648624
212100-2021-4500936,04500936,2021,6,8,3,seriously_injured,other,False,52.50198748645181,13.303839256268994,045009,0450,04,7.17272353901916
212098-2021-3601142,03601142,2021,6,15,7,light_injured,other,True,52.54150689122473,13.40811642851396,036011,0360,03,2.491752958509733
212092-2021-3601346,03601346,2021,6,9,4,light_injured,other,False,52.54597308615644,13.417646748213759,036013,0360,03,3.0920004077764447
212089-2021-3701555,03701555,2021,6,14,4,light_injured,other,False,52.53969700360766,13.417914297926817,037015,0370,03,2.431322826313554
212088-2021-2500833,02500833,2021,6,20,3,seriously_injured,other,False,52.50878676072428,13.460842849201494,025008,0250,02,3.9199148568179467
212087-2021-12200309,12200309,2021,6,17,6,light_injured,other,False,52.5638698650251,13.328118932861376,122003,1220,12,7.2407148132266785
212084-2021-12200309,12200309,2021,6,17,4,light_injured,other,True,52.56623530541957,13.318939164650963,122003,1220,12,7.8775416919761145
212082-2021-11200411,11200411,2021,5,18,1,seriously_injured,other,False,52.54853509974267,13.508492796664797,112004,1120,11,7.705180374084988
212081-2021-6400843,06400843,2021,6,15,3,light_injured,other,True,52.44988329560739,13.286423250274526,064008,0640,06,11.182751601557499
212078-2021-5200528,05200528,2021,6,11,2,light_injured,other,True,52.51381812823614,13.17462455137745,052005,0520,05,15.69541537071577
212077-2021-2200210,02200210,2021,6,21,6,light_injured,other,True,52.49409300639886,13.402959581135754,022002,0220,02,2.795930940909512
212076-2021-3500936,03500936,2021,6,19,5,light_injured,other,True,52.54826466244215,13.455994320904884,035009,0350,03,4.706358443570489
212074-2021-1100308,01100308,2021,6,12,3,seriously_injured,turn_in,True,52.53180496840962,13.381517518939665,011003,0110,01,2.159752900573262
212072-2021-1100309,01100309,2021,6,20,7,light_injured,other,True,52.52417164025488,13.399419718014219,011003,0110,01,0.7001010476762544
212071-2021-1401048,01401048,2021,7,18,7,light_injured,other,False,52.55137550988112,13.354145432137061,014010,0140,01,5.006889505674972
212069-2021-11200512,11200512,2021,6,14,6,light_injured,other,False,52.54654498969334,13.468274467279649,112005,1120,11,5.228206768964409
212068-2021-2100102,02100102,2021,6,8,4,light_injured,other,True,52.507049438788755,13.3984023727611,021001,0210,02,1.435475175550398
212067-2021-4501042,04501042,2021,5,14,3,light_injured,other,True,52.501865950173645,13.337977743674548,045010,0450,04,4.982429267693986
212064-2021-6300524,06300524,2021,7,18,4,light_injured,other,False,52.42098404464667,13.227733110663724,063005,0630,06,16.29618863448254
212063-2021-1100102,01100102,2021,6,14,4,light_injured,other,True,52.516158179290734,13.352712347713888,011001,0110,01,3.610123033203118
212062-2021-3100103,03100103,2021,5,11,7,light_injured,other,True,52.62826241107522,13.497941919909607,031001,0310,03,13.657340036058654
212059-2021-2500726,02500726,2021,6,17,3,light_injured,turn_in,True,52.5222731872727,13.450221146946516,025007,0250,02,3.0441105649284244
212058-2021-11401034,11401034,2021,6,14,7,light_injured,other,True,52.510182368726056,13.530719459631136,114010,1140,11,8.548281542697854
212056-2021-10200420,10200420,2021,6,12,4,light_injured,other,True,52.54202216993952,13.599672073528893,102004,1020,10,13.40935385075951
212055-2021-11200514,11200514,2021,6,8,2,light_injured,other,False,52.53615776796996,13.473693048159992,112005,1120,11,4.989133808604888
212053-2021-10100102,10100102,2021,7,12,7,light_injured,other,True,52.5735829405906,13.567958853044638,101001,1010,10,12.565249596819244
212049-2021-4501045,04501045,2021,7,14,5,light_injured,other,False,52.49942101255046,13.338325305635959,045010,0450,04,5.072560386258674
212048-2021-9501939,09501939,2021,7,7,3,seriously_injured,other,True,52.455771674253896,13.577173294724087,095019,0950,09,13.619635175711817
212046-2021-1200517,01200517,2021,6,9,5,seriously_injured,other,False,52.53778053402535,13.344315615491027,012005,0120,01,4.650429787541766
212043-2021-8100102,08100102,2021,6,13,5,light_injured,other,True,52.47997122213037,13.425322310272723,081001,0810,08,4.561044516268789
212041-2021-1200628,01200628,2021,6,19,2,light_injured,other,True,52.523580553744154,13.356785839281052,012006,0120,01,3.353981095203651
212039-2021-9300920,09300920,2021,6,11,4,seriously_injured,other,True,52.41555878244989,13.531103189715662,093009,0930,09,14.338320346048233
212037-2021-3601142,03601142,2021,6,17,3,light_injured,other,True,52.5452487290172,13.412528357930897,036011,0360,03,2.939705891405069
212035-2021-8100520,08100520,2021,6,15,5,light_injured,other,True,52.47030998751623,13.464912549963524,081005,0810,08,6.763633746526444
212031-2021-3601348,03601348,2021,6,18,4,light_injured,other,True,52.544641366068355,13.422687206438269,036013,0360,03,3.061294379967499
212026-2021-10200417,10200417,2021,6,14,3,light_injured,other,True,52.545825802175465,13.591951068356165,102004,1020,10,12.984864072571035
212020-2021-2500830,02500830,2021,6,9,3,light_injured,other,False,52.51338958570381,13.455993065277678,025008,0250,02,3.4764367980561732
212019-2021-1300733,01300733,2021,7,11,2,light_injured,other,True,52.55066981650609,13.384437584770962,013007,0130,01,3.7901978866336594
212016-2021-3500934,03500934,2021,6,15,3,light_injured,other,True,52.5554120913532,13.439395676285299,035009,0350,03,4.637629668863542
212012-2021-9200510,09200510,2021,6,18,1,light_injured,other,True,52.46258992052996,13.513983800915293,092005,0920,09,9.683231020237068
212010-2021-7601546,07601546,2021,7,18,7,light_injured,other,False,52.382330049857,13.398925329016112,076015,0760,07,15.233279545072852
212008-2021-2500833,02500833,2021,5,13,4,light_injured,other,True,52.50804243393428,13.463950752309293,025008,0250,02,4.146010097336489
212004-2021-9501941,09501941,2021,6,9,4,light_injured,other,False,52.45269510924999,13.575151217104265,095019,0950,09,13.684631127517996
212003-2021-10100311,10100311,2021,5,6,6,light_injured,other,False,52.52582168496055,13.519407625416497,101003,1010,10,7.755800220653279
211999-2021-8100310,08100310,2021,6,20,1,light_injured,other,False,52.491513843213006,13.43419101203807,081003,0810,08,3.6358091468622598
211997-2021-8200725,08200725,2021,6,12,3,light_injured,other,False,52.444728586420986,13.426212885044425,082007,0820,08,8.399790003730962
211995-2021-4300518,04300518,2021,7,20,1,seriously_injured,other,False,52.52081164177217,13.306237991493768,043005,0430,04,6.751539389832664
211993-2021-6100208,06100208,2021,7,9,5,light_injured,other,True,52.45797897940309,13.326931553375886,061002,0610,06,8.657899927551716
211992-2021-1100416,01100416,2021,7,18,5,light_injured,other,True,52.5318248335518,13.403030922931348,011004,0110,01,1.4200964566652303
211991-2021-7400822,07400822,2021,6,1,5,light_injured,other,True,52.45593149433217,13.363259297670655,074008,0740,07,7.603173811363318
211990-2021-3400827,03400827,2021,5,16,1,seriously_injured,other,True,52.559706180657095,13.418344259174479,034008,0340,03,4.592661264752961
211989-2021-6400841,06400841,2021,6,10,6,light_injured,other,True,52.43955412181732,13.262154626125179,064008,0640,06,13.17375306852816
211986-2021-2200208,02200208,2021,6,8,2,light_injured,other,False,52.49373830386378,13.384039933020802,022002,0220,02,3.1876843930142122
211982-2021-1100313,01100313,2021,6,19,3,light_injured,other,False,52.505540072850124,13.421658322870611,011003,0110,01,1.864809872070071
211979-2021-4501152,04501152,2021,6,18,3,light_injured,other,False,52.49261578080675,13.331013438034857,045011,0450,04,5.867006405996278
211978-2021-1100206,01100206,2021,6,10,2,light_injured,other,True,52.51499577982754,13.393054205088234,011002,0110,01,0.9736827854951351
211976-2021-8100206,08100206,2021,7,22,7,light_injured,turn_in,True,52.483457960867455,13.428895037526393,081002,0810,08,4.275021940052803
211975-2021-4300517,04300517,2021,6,19,1,seriously_injured,other,False,52.52555667921209,13.297688969249512,043005,0430,04,7.3633945760837145
211972-2021-2500833,02500833,2021,7,15,3,light_injured,other,False,52.510177623216926,13.4548355604806,025008,0250,02,3.484651436360982
211968-2021-7200307,07200307,2021,6,12,6,light_injured,other,True,52.486873214802586,13.345287951206084,072003,0720,07,5.451715881070835
211967-2021-2300314,02300314,2021,6,20,4,light_injured,other,True,52.50171648165436,13.416299206573559,023003,0230,02,2.0714701447073427
211966-2021-2200213,02200213,2021,6,8,3,light_injured,other,True,52.494011209629896,13.410939291342839,022002,0220,02,2.821808893837162
211963-2021-7300619,07300619,2021,6,17,4,light_injured,other,True,52.466515786889865,13.340196761352967,073006,0730,07,7.3550014800813255
211962-2021-6200312,06200312,2021,5,17,1,seriously_injured,other,False,52.43967011486935,13.34324971599225,062003,0620,06,9.8097966695932
211960-2021-4500939,04500939,2021,7,22,2,light_injured,other,False,52.49178798397086,13.309391891805198,045009,0450,04,7.212099935406206
211959-2021-1100102,01100102,2021,7,17,6,light_injured,other,True,52.51118601466747,13.37201995850775,011001,0110,01,2.4505452103930097
211958-2021-1100207,01100207,2021,7,9,6,light_injured,other,True,52.50822642766775,13.39893117035382,011002,0110,01,1.3001875274108503
211957-2021-3601450,03601450,2021,6,8,5,light_injured,other,False,52.5328233867876,13.453852469864486,036014,0360,03,3.606416131104631
211956-2021-1100310,01100310,2021,6,19,5,light_injured,other,False,52.52594021956248,13.411098604892617,011003,0110,01,0.8393411432426717
211952-2021-1401047,01401047,2021,6,15,6,light_injured,other,True,52.54402757111019,13.355014737903653,014010,0140,01,4.412364625001556
211942-2021-1401044,01401044,2021,5,16,6,light_injured,other,True,52.548667664400945,13.371813248090309,014010,0140,01,4.006869329147983
211941-2021-12200412,12200412,2021,6,14,4,light_injured,other,True,52.57917523848195,13.29955319859401,122004,1220,12,9.818625541312544
211940-2021-3500934,03500934,2021,7,8,7,light_injured,turn_in,True,52.552118991356814,13.431315367562732,035009,0350,03,4.059172148222844
211939-2021-1100415,01100415,2021,6,15,2,light_injured,turn_in,True,52.53011752418176,13.392087809759927,011004,0110,01,1.5279723754151882
211938-2021-4501153,04501153,2021,6,22,6,light_injured,other,True,52.478693419512076,13.332716098683434,045011,0450,04,6.695120558380043
211935-2021-4501042,04501042,2021,6,16,2,light_injured,other,True,52.50695564514605,13.33361768424427,045010,0450,04,5.07647231975269
211932-2021-2400623,02400623,2021,6,11,7,light_injured,other,False,52.51135833738253,13.43048187816528,024006,0240,02,1.8954925548917003
211931-2021-3701660,03701660,2021,5,9,4,light_injured,other,True,52.5331744908084,13.436103278440676,037016,0370,03,2.5880740037264967
211927-2021-8100415,08100415,2021,6,0,4,seriously_injured,other,False,52.477652949767204,13.44812996651335,081004,0810,08,5.445611849710187
211925-2021-7200307,07200307,2021,6,15,5,light_injured,turn_in,True,52.48992600254543,13.344918686556445,072003,0720,07,5.253604809781419
211922-2021-4400835,04400835,2021,6,20,1,light_injured,other,True,52.46720664616544,13.311684636383832,044008,0440,04,8.612410051566503
211920-2021-8100415,08100415,2021,6,9,4,light_injured,other,False,52.47950234295921,13.440632314856433,081004,0810,08,5.011780700506147
211917-2021-4100101,04100101,2021,6,10,1,light_injured,other,True,52.533885941688695,13.282591055740129,041001,0410,04,8.512070088872909
211915-2021-1100102,01100102,2021,7,10,5,light_injured,other,False,52.50814621395473,13.353198709532904,011001,0110,01,3.767016477104355
211910-2021-5400943,05400943,2021,6,8,3,light_injured,turn_in,True,52.46639745450394,13.120431535399579,054009,0540,05,20.243696884821986
211908-2021-11501340,11501340,2021,6,12,2,light_injured,other,True,52.493700344351296,13.539853536329572,115013,1150,11,9.541883264803303
211906-2021-11400929,11400929,2021,6,9,4,light_injured,other,True,52.50701999133622,13.502003615348878,114009,1140,11,6.6785895123896335
211905-2021-9200613,09200613,2021,5,19,1,light_injured,other,True,52.45446449386757,13.517324498348017,092006,0920,09,10.457907598007203
211904-2021-8100415,08100415,2021,6,14,2,light_injured,turn_in,False,52.47771618217829,13.448002195741177,081004,0810,08,5.435048067321926
211902-2021-11200411,11200411,2021,7,6,6,seriously_injured,other,True,52.54653669573584,13.509495261941625,112004,1120,11,7.676058459107394
211901-2021-9401534,09401534,2021,6,11,6,light_injured,other,False,52.441694711731245,13.584991415232135,094015,0940,09,14.924872333171066
211900-2021-9300920,09300920,2021,6,12,5,light_injured,other,True,52.423591608145884,13.526082017360665,093009,0930,09,13.418731930833795
211899-2021-1200519,01200519,2021,6,23,2,light_injured,turn_in,True,52.52835866696273,13.330681870645162,012005,0120,01,5.19119385855753
211897-2021-3601243,03601243,2021,6,21,6,light_injured,turn_in,True,52.55029502375906,13.415284882807873,036012,0360,03,3.525083360817427
211896-2021-6400735,06400735,2021,6,13,7,seriously_injured,turn_in,False,52.42668724928009,13.12960681675091,064007,0640,06,21.39586011916469
211895-2021-3701554,03701554,2021,7,0,7,seriously_injured,turn_in,True,52.53703030186356,13.408108820899649,037015,0370,03,1.9949553634990898
211893-2021-1400940,01400940,2021,6,19,6,seriously_injured,turn_in,True,52.55870727102682,13.351782503171973,014009,0140,01,5.720820743508653
211891-2021-1100309,01100309,2021,5,7,6,seriously_injured,other,True,52.528902988881015,13.409552852123934,011003,0110,01,1.1153278603561059
211887-2021-6200422,06200422,2021,6,18,3,light_injured,other,True,52.42102395468421,13.335040628419964,062004,0620,06,11.928795380409492
211886-2021-6200422,06200422,2021,7,9,3,light_injured,other,True,52.424193027857676,13.32791329970373,062004,0620,06,11.815246769632266
211885-2021-7100103,07100103,2021,7,14,3,light_injured,other,False,52.494450546354926,13.360610867907935,071001,0710,07,4.113583829330544
211884-2021-8100105,08100105,2021,5,11,7,light_injured,other,False,52.46658412094866,13.421208329130403,081001,0810,08,5.945462142400969
211882-2021-4300415,04300415,2021,6,19,4,light_injured,other,False,52.50639749984849,13.283465113007436,043004,0430,04,8.416981522198187
211880-2021-5100209,05100209,2021,3,17,2,seriously_injured,other,True,52.54760943591338,13.184782655110313,051002,0510,05,15.319371163478175
211877-2021-3701555,03701555,2021,5,19,3,light_injured,other,True,52.53659725538964,13.41622234736772,037015,0370,03,2.067952167430634
211872-2021-6100210,06100210,2021,4,11,3,light_injured,other,False,52.464103828594524,13.341140518014019,061002,0610,06,7.533125361558887
211865-2021-5100313,05100313,2021,5,16,2,light_injured,other,True,52.54756669202838,13.209595974394679,051003,0510,05,13.675237352088105
211862-2021-2500729,02500729,2021,4,14,5,light_injured,other,False,52.515321152964084,13.473095754307229,025007,0250,02,4.597380126565537
211861-2021-8100314,08100314,2021,4,11,6,light_injured,other,False,52.48653383642685,13.423985544360624,081003,0810,08,3.8382576701635727
211860-2021-2200212,02200212,2021,4,15,3,light_injured,other,False,52.487439853431276,13.420393863602785,022002,0220,02,3.6691757046896507
211858-2021-1401045,01401045,2021,4,11,6,light_injured,other,False,52.556536530870986,13.374055471810637,014010,0140,01,4.679152824806036
211857-2021-6100205,06100205,2021,5,16,7,light_injured,other,True,52.449488086463475,13.351035841308223,061002,0610,06,8.595789280759035
211856-2021-3501038,03501038,2021,4,10,3,light_injured,other,True,52.55488658042095,13.483194333218474,035010,0350,03,6.593561305208939
211855-2021-7400721,07400721,2021,5,5,3,light_injured,other,False,52.48372758140324,13.400162060430224,074007,0740,07,3.960986533616802
211854-2021-2200208,02200208,2021,5,17,6,light_injured,other,True,52.49261261630436,13.379676334297681,022002,0220,02,3.4414867598811605
211851-2021-7200409,07200409,2021,3,13,4,light_injured,other,False,52.48738581091514,13.34960482155117,072004,0720,07,5.195824352425156
211849-2021-4501045,04501045,2021,3,18,2,light_injured,other,True,52.495081027710654,13.33459133618857,045010,0450,04,5.520050106838626
211848-2021-4400835,04400835,2021,4,6,4,light_injured,other,True,52.4671406236887,13.31625689252404,044008,0440,04,8.38990372835596
211846-2021-1200522,01200522,2021,5,12,3,light_injured,turn_in,False,52.523783971246345,13.329974475393705,012005,0120,01,5.1633100184910035
211845-2021-9100306,09100306,2021,4,20,1,light_injured,other,True,52.4489695991774,13.495722517457581,091003,0910,09,9.921839384732728
211840-2021-10300731,10300731,2021,4,7,2,light_injured,other,True,52.51876311707666,13.56380196227029,103007,1030,10,10.734584546607367
211837-2021-6300634,06300634,2021,5,14,5,light_injured,other,True,52.431252325593725,13.3095817767215,063006,0630,06,11.761053472330019
211836-2021-1100206,01100206,2021,4,16,3,light_injured,other,True,52.51500182051499,13.39293290440714,011002,0110,01,0.9806126187567679
211833-2021-2500830,02500830,2021,3,19,7,light_injured,other,True,52.512903919428815,13.45740002060111,025008,0250,02,3.5804867635598034
